user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
high,2,0,0,0,0,1,La Edley,Albay,museums,4.6,0
high,5,1,0,0,1,0,Celien's Coffee and Foodshoppe,Bukidnon,food,3.7,1
low,5,0,1,1,0,0,Kamalig,Capiz,food,3.9,0
low,2,0,1,0,0,1,Savory,Sulu,food,4.5,0
high,6,0,0,0,0,0,Kawa-Kawa Falls,Cebu,sightseeing,4.1,0
high,7,1,0,0,0,0,Cunsad Highground,Iloilo,museums,4.7,0
low,6,0,1,0,0,1,Sacred Heart of Jesus Statue,Capiz,sightseeing,4.4,0
comfort,2,0,1,0,1,0,Voyager's Cafe Anao,Tarlac,food,3.9,0
low,2,1,0,0,0,0,Capitol Park and Lagoon,Negros Occidental,beach,3.7,0
high,5,0,0,0,0,1,Oroquieta Park,Misamis Occidental,nature,3.9,0
comfort,5,0,0,0,0,0,3rd Station,Camiguin,museums,4.0,0
high,2,0,1,0,1,0,Binurong Point,Catanduanes,sightseeing,4.1,0
comfort,6,1,0,0,0,1,Manna x Quail Cafe,Bukidnon,food,4.3,0
low,5,0,1,0,0,0,Kusina Rafaela,Masbate,food,3.5,0
high,4,1,0,0,0,1,Solibao Restaurant,La Union,food,4.8,1
low,3,0,0,0,0,1,Start Grade 2 climb 13kilometres,Kalinga,sightseeing,3.7,0
low,4,1,0,0,0,0,Snack House and School Supplies,Southern Leyte,food,4.4,0
high,2,0,0,0,1,0,ESSU Library,Eastern Samar,museums,4.2,0
high,2,0,1,0,0,0,Dinggoy Roxas Park,Capiz,nature,4.4,0
comfort,4,1,0,0,1,0,The Brew station,Ilocos Sur,food,4.8,0
comfort,7,0,1,0,0,1,WWII Cannon,Nueva Vizcaya,sightseeing,4.6,0
low,3,1,0,0,0,1,11th Station of the Cross,La Union,sightseeing,3.7,0
comfort,4,0,1,0,1,0,Cheekies Pizza,Zamboanga del Sur,food,4.1,0
low,7,0,0,0,1,1,Vibo Place,Cebu,museums,4.1,0
low,6,0,0,1,0,0,KathryB Joy Eatery,Eastern Samar,food,4.3,0
comfort,3,0,0,0,0,1,Rainbow Pass,Laguna,sightseeing,3.8,0
comfort,2,1,1,0,0,1,Aliaga Town Plaza,Nueva Ecija,beach,3.7,0
high,2,0,1,1,0,0,Rain Pepito Dangan Barquilla Jr.,Batangas,food,4.4,0
comfort,7,0,1,0,0,1,Upperfarm,Davao del Sur,food,4.8,0
comfort,6,0,1,0,1,0,SM Pampanga Amphitheater,Pampanga,sightseeing,3.6,0
high,4,0,0,1,0,0,View to Mongpong island,Marinduque,museums,3.7,0
comfort,5,0,1,1,0,1,Kalikasan Park,Cavite,nature,3.7,0
high,7,0,0,1,0,0,Normalite Park,Ilocos Norte,nature,4.7,1
low,5,1,1,0,0,0,El Amigo Resto Bar,Siquijor,food,4.8,0
high,5,1,1,0,1,0,PAVJ WINGS N' THINGS BCD,Negros Occidental,food,4.0,1
comfort,5,1,0,0,1,0,BAG ANGAN FARM,Camarines Norte,nature,4.9,0
low,2,0,0,1,1,1,Quad,La Union,nature,3.7,1
comfort,5,0,1,0,0,0,Brgy. Inspector,Nueva Ecija,sightseeing,3.7,0
high,3,0,0,0,1,0,Tam-Awan Village,Benguet,museums,4.1,0
high,2,0,0,0,1,0,Connecting road to magallanes,Sorsogon,museums,4.7,1
high,7,0,0,1,0,0,Cafe BrewsCo,Pangasinan,food,4.5,1
high,6,0,0,1,0,1,WINACA,La Union,museums,4.0,0
high,7,0,0,1,0,0,Y.eat,Agusan del Norte,food,3.7,0
low,4,0,0,1,0,1,Kusina Rafaela,Masbate,food,3.5,0
high,6,0,1,0,0,0,CEM Library,Laguna,museums,4.6,0
low,4,0,0,0,0,1,Potenciano Ilustrio Memorial,Benguet,nature,4.4,0
high,3,1,0,1,1,0,Filipino-Japanese Friendship Garden,Pangasinan,nature,4.0,0
low,6,1,0,0,1,0,JB Nature Farm and Resort,Surigao del Norte,museums,3.6,0
low,5,0,0,0,1,0,Lazy Cups,Sorsogon,food,4.8,0
low,4,0,0,0,0,1,Taste Buds,Catanduanes,food,4.0,0
low,7,0,0,1,0,1,Sagbayan Peak Park,Bohol,nature,4.3,1
low,5,1,0,0,0,0,Silliman Park,Siquijor,nature,3.8,0
high,6,0,0,1,1,0,MSU-Main Library,Lanao del Sur,museums,4.3,0
low,3,1,0,0,0,0,Ching's Eatery,Capiz,food,4.2,0
comfort,4,0,0,1,1,0,RTR Rizal Park,Agusan del Norte,beach,4.0,0
low,6,0,0,1,0,0,Tanduary,Palawan,food,3.9,0
high,4,0,1,0,0,0,Diego's,Nueva Vizcaya,food,4.0,0
high,5,1,0,0,0,1,Mang Tsibog,Surigao del Sur,food,4.1,1
comfort,2,1,0,0,1,0,Hinabyan Beach,Dinagat Islands,museums,4.5,0
comfort,7,0,0,1,0,0,Del Rio's Cafe,Bukidnon,food,4.0,0
comfort,3,1,1,1,0,0,Victoria's Best,Aurora,food,4.4,0
low,2,0,0,1,1,1,Villa Gracia Beach,Misamis Oriental,beach,4.3,0
low,4,0,0,1,0,0,Katrina's Fried Chicken,Davao de Oro,food,3.9,0
comfort,4,0,1,1,0,1,Mount Mariveles,Bataan,museums,3.6,0
comfort,4,1,1,0,0,0,Kangaroo Jump,Pampanga,museums,3.7,0
high,4,0,1,1,0,1,Cabong Beach,Eastern Samar,sightseeing,4.3,0
comfort,6,0,0,0,0,1,Papa Dan,Aklan,food,4.7,0
comfort,4,1,0,1,0,0,Orange Pie Restaurant,Camiguin,food,4.2,0
high,4,0,1,0,1,0,Brgy. Talaba Covered Court,Quezon,beach,4.6,1
high,3,1,0,0,0,0,GNHS Library,Quezon,museums,4.2,0
high,5,0,1,1,0,0,Polomolok Town Plaza,South Cotabato,nature,4.3,0
comfort,6,0,0,0,1,0,Sam F. Trelease and Emma Sarepta Yule Mini-Park,Rizal,nature,4.0,0
comfort,5,0,0,0,0,1,Mega Milk | Bubble Milk Tea (Mabolo Gagfa),Cebu,food,4.2,0
high,4,1,0,0,0,0,Garden Dreanca,Davao del Norte,food,4.6,1
low,2,0,0,1,0,1,Palayan View Deck,Ilocos Sur,sightseeing,4.3,0
high,7,0,0,1,1,0,Phi Omega Park,La Union,beach,4.8,0
comfort,4,0,0,1,0,0,Canizares Viewpoint,Sultan Kudarat,sightseeing,4.5,0
high,2,0,0,1,0,0,Tomasita's,Bohol,food,4.1,0
comfort,2,0,0,0,1,1,Perlas Monument,Iloilo,museums,4.7,0
low,3,0,0,0,0,1,Gold Bar & Restaurant,Surigao del Sur,food,3.6,0
high,4,0,0,1,1,1,Rosa Farms Cafe,Zambales,food,4.8,1
high,6,0,1,1,1,0,Bacong Town Plaza,Siquijor,nature,4.6,1
comfort,5,0,0,0,1,1,Blue Soil,Mountain Province,museums,3.9,0
high,6,1,0,0,0,0,McDom’s Cafe,Maguindanao del Sur,food,4.0,1
low,6,0,1,1,0,1,Isla Grill,Lanao del Norte,food,4.8,0
comfort,4,0,0,1,0,1,Tarlac Provincial Library,Tarlac,museums,3.9,0
low,7,0,1,1,1,0,Tagumpay Park,Davao de Oro,nature,4.0,1
comfort,7,0,0,0,1,0,Lechon Haus,Iloilo,food,4.7,0
low,4,0,1,0,1,1,Igorot Stairs,La Union,sightseeing,4.0,0
high,5,0,0,0,0,1,Murong Plaza,Nueva Vizcaya,nature,4.6,0
comfort,2,0,0,1,0,0,San Carlos City Plaza,Pangasinan,beach,4.8,0
comfort,5,0,0,1,0,1,Eat Zone,Surigao del Norte,food,4.2,0
high,4,0,0,0,0,1,Veterans Memorial Park,Mountain Province,beach,3.9,0
low,4,1,0,0,1,1,Bacuag Hanging Bridges,Surigao del Norte,sightseeing,4.9,0
high,3,0,0,0,1,0,Bangaan View,Ifugao,museums,4.2,0
high,4,0,0,0,0,1,Westridge Sports Park,Misamis Oriental,sightseeing,4.5,1
comfort,5,1,0,0,0,0,Tamesis Tree,Laguna,museums,4.1,0
comfort,3,0,0,0,0,1,Cielo's Kamayan,Davao Oriental,food,4.6,0
low,7,1,1,1,0,0,J. P. Rizal Street,Camarines Sur,nature,3.6,1
low,6,0,0,1,0,1,Rizal Park,Davao del Sur,nature,4.2,1
high,6,1,0,0,0,0,Red's,Guimaras,food,4.4,1
comfort,5,0,0,0,0,1,Iloilo Tree Park,Guimaras,beach,4.2,0
low,7,0,0,0,1,0,Wright Park,Benguet,sightseeing,3.6,0
comfort,7,0,0,1,0,1,Washington Place Monument,Cavite,museums,4.6,0
comfort,3,0,1,0,0,0,Lipa City Library & Museum,Batangas,museums,3.9,0
comfort,4,1,0,0,1,0,Matawe Seafoogs,Nueva Ecija,food,4.2,0
comfort,5,0,1,0,0,0,Kaishu,Cebu,food,3.9,0
low,7,0,1,0,0,1,Splash Ville Resort,Cavite,museums,4.0,0
comfort,2,1,0,0,1,0,St. Augustine Statue,Guimaras,museums,3.7,0
low,2,0,0,0,0,1,Annie Tea,Laguna,food,4.4,0
comfort,5,0,1,0,0,1,JL-Eat Restaurant,Bohol,food,4.6,0
high,4,1,0,1,0,0,Quituinan Hill Visitors Center,Albay,museums,3.8,0
low,4,0,0,1,0,0,Pizza Volante,Benguet,food,4.5,0
high,4,0,0,1,0,0,Kuya Raffy and Ate Paz Food Express,Oriental Mindoro,food,3.8,0
comfort,6,0,1,0,0,1,Minalulan Beach,Siquijor,beach,4.2,0
high,6,0,0,1,0,1,Soupremo,South Cotabato,food,4.8,1
high,5,1,1,0,0,0,Benedict's Combo Meals and Refreshments,Bukidnon,food,4.4,1
low,6,0,0,0,0,1,Danao City Boardwalk,Cebu,nature,3.9,0
low,2,0,0,1,0,0,Kuya J,Isabela,food,4.3,0
comfort,2,1,0,0,0,0,Wanam sa Bukid,Batangas,food,4.4,0
comfort,5,1,0,1,0,0,Curbside Coffee,Negros Occidental,food,4.0,0
comfort,7,0,0,0,0,0,A Touch of Love Cakes and Pastries,Pampanga,food,3.7,0
high,2,1,0,1,0,0,BUGS Eco Park,Albay,beach,4.6,0
comfort,3,0,0,0,1,0,Metro Plaza Mini Park,Pangasinan,beach,4.2,0
low,7,1,1,0,0,0,Green Coffee,Davao del Norte,food,4.3,0
comfort,3,0,1,0,0,0,haim chicken,Palawan,food,3.8,0
high,6,1,0,0,0,1,Starbucks,Tarlac,food,4.1,1
comfort,7,0,0,0,0,1,Drewphoria,Cavite,food,4.3,0
comfort,6,0,0,1,0,1,Brgy. Inspector,Nueva Ecija,sightseeing,3.7,0
low,5,0,0,0,0,0,M310 Ca Phi,Bukidnon,food,4.6,0
low,7,0,0,1,1,1,Senator Jose Ozamiz Freedom Park,Misamis Occidental,nature,3.8,1
low,7,1,0,0,0,1,CEAT Library,Laguna,museums,4.7,0
low,4,1,0,1,1,0,General Mamerto Natividad Park Plaza,Nueva Ecija,nature,4.8,1
low,4,1,0,1,1,0,Balayong People's Park,Palawan,nature,4.7,1
high,6,0,1,1,1,0,Gorg Cafe,Misamis Occidental,food,4.2,0
high,4,0,1,0,1,0,Roxas City Plaza,Capiz,beach,4.9,1
high,6,1,0,0,0,0,Dianta Cafe,Zamboanga del Sur,food,3.9,1
high,4,0,1,0,1,0,PEZA Park,Benguet,beach,4.5,1
low,2,1,0,1,0,1,Science and Math Park,Davao del Norte,beach,3.6,0
low,6,0,0,0,1,0,SawWani,Cotabato,sightseeing,4.2,0
low,3,1,0,0,0,0,Quirino Skyline,Ilocos Sur,sightseeing,3.9,0
low,4,1,0,1,0,0,Rosario Salinas Park,Cavite,nature,3.7,1
comfort,3,0,1,0,0,1,PEZA Park,Benguet,nature,3.9,0
low,5,1,0,1,0,1,Banuar Cave,Quirino,sightseeing,4.3,0
high,7,0,1,1,0,0,Bats,Bataan,museums,4.7,0
low,6,0,0,0,0,1,Bell Amphitheater,Benguet,museums,4.0,0
high,4,1,0,1,0,0,Ternate Town Plaza,Cavite,beach,4.3,0
high,5,1,0,1,0,0,Rasa Pura,La Union,food,3.7,1
high,2,0,0,1,1,0,St John the Baptist,Pangasinan,museums,3.8,0
comfort,3,0,1,0,0,0,PRRD digital building,Zamboanga del Norte,sightseeing,4.7,0
low,5,0,0,1,0,0,Baguio Viewpoint,Mountain Province,museums,3.7,0
high,7,0,0,1,0,1,Planas Rolling Hills Parking,Aurora,museums,3.6,0
high,6,0,0,1,0,0,Tropic Bowls,Laguna,food,4.0,0
high,4,0,1,0,0,1,Jambalaya Grill Restaurant,Aurora,food,4.4,0
comfort,4,1,0,1,0,0,Penongs,Davao del Norte,food,3.8,0
high,7,1,0,0,0,1,Restaurant,Zambales,food,4.3,1
comfort,5,1,0,0,1,0,Abraham's Cuisine,Rizal,food,4.6,0
high,5,0,0,0,0,1,Jesus on the cross,Aklan,sightseeing,4.3,0
low,2,0,0,0,0,1,Papa Bong's Lugaw & Barbecue,Davao del Sur,food,4.0,0
high,7,0,1,1,0,0,Talisay Landing,Cebu,museums,4.1,0
high,3,0,0,1,0,1,Pizza Factory,Samar,food,3.9,0
comfort,5,0,0,0,0,1,Purok 5 Park,Batangas,beach,3.9,0
high,7,0,1,0,0,0,Take LEFT Fork,Albay,sightseeing,4.2,0
high,5,0,0,1,0,0,Latte Coffee Cafe,Aklan,food,3.9,0
high,6,0,0,0,0,1,Lamian sa Baybay,Maguindanao del Norte,food,4.4,0
high,7,0,1,0,0,0,Fertility Tree,Laguna,museums,4.2,0
low,7,0,1,0,0,0,Bukidnon Brew Cafe,Bukidnon,food,3.9,0
high,2,0,0,0,1,1,Aklan Capitol Park,Aklan,beach,3.6,0
high,6,1,0,0,0,0,Fiber home Warehouse,Cebu,sightseeing,3.9,0
high,4,0,0,1,0,0,Concorde,Pampanga,museums,3.9,0
low,7,1,0,0,0,0,Rosco C. Mandapats Barangay Park,La Union,beach,4.7,0
high,5,0,0,0,0,1,"Dau, San Nicolas Basketball Court",Pampanga,beach,4.0,0
low,6,0,0,0,1,1,Bamboo Orange Grill & Cafe,Negros Occidental,food,4.5,0
high,7,0,0,0,0,0,Hannjo Cafe,Ifugao,food,3.5,0
comfort,3,1,1,1,0,0,Crosby Park,Benguet,museums,3.8,0
high,4,0,0,0,1,1,Calinog Public Plaza,Iloilo,beach,4.3,0
high,4,0,0,1,1,0,Montemar Beach,Bataan,beach,4.1,0
low,2,0,0,0,0,0,CBC Carloc,Cebu,museums,3.7,0
high,2,0,0,1,0,0,St. John The Baptist,South Cotabato,sightseeing,3.5,0
high,3,1,0,0,0,0,Akin-Akin,Biliran,sightseeing,4.8,0
comfort,6,0,1,0,0,0,La Trinidad Strawberry Farm,Benguet,sightseeing,3.9,0
low,6,1,1,0,0,0,Ricefields of Batuan,Bohol,sightseeing,3.6,0
low,7,1,1,1,0,0,Plaza Triunfo,Biliran,nature,4.6,1
comfort,2,0,0,0,1,0,Malaya Park,Bataan,nature,4.1,0
low,6,1,1,0,0,0,Mang Inasal,Agusan del Norte,food,4.0,0
high,3,0,1,0,0,0,The Cliffhouse,Batangas,museums,3.8,0
comfort,4,0,0,1,0,1,Apayao Brew,Aurora,food,4.5,0
high,5,0,0,0,1,0,Rosewood Reserve Integrated Farm,Sorsogon,nature,3.8,0
low,4,0,0,1,0,1,DelishCheese Dough,Pampanga,food,3.8,0
low,6,0,0,0,0,0,Pagsanjan Arch,Laguna,sightseeing,3.6,0
low,2,0,0,1,1,1,Oarde's Foodauz,Albay,food,4.9,0
comfort,3,1,0,0,0,0,Infinitea,Lanao del Sur,food,4.8,0
comfort,3,0,0,1,0,0,Pagsanjan Falls,Rizal,sightseeing,3.9,0
low,4,0,1,0,0,0,College Library,Cebu,museums,3.5,0
low,5,0,0,0,1,0,Spicy Food House,Siquijor,food,3.7,0
comfort,4,0,0,0,1,1,Marina Del Bay Restaurant,Palawan,food,4.6,0
high,7,1,0,0,0,0,Baguio de Cebu Eco-Mountain Park Adventure,Cebu,nature,4.3,0
low,7,0,0,0,0,1,Inno’s Food Stop 24 hours,Sorsogon,food,4.8,0
high,4,0,0,0,1,1,Mister Donut,Samar,food,3.9,0
comfort,2,0,1,1,1,0,Steam Locomotive № 888,Iloilo,sightseeing,4.4,0
low,3,0,0,0,1,0,Checkered Floor,Negros Occidental,sightseeing,4.5,0
high,6,0,0,0,0,1,Aqua Buddies Cebu,Cebu,sightseeing,4.6,1
high,2,1,1,0,0,0,Renaissance Garden,Albay,nature,4.0,0
low,2,0,1,0,0,0,Viewing Deck 1,Negros Oriental,beach,4.0,1
comfort,5,1,0,0,0,0,Igorot Goldmine,La Union,sightseeing,4.0,0
comfort,7,0,0,0,1,0,Liwliwa Beach,Zambales,beach,4.5,0
high,2,0,1,1,0,0,Just Bake Coz,La Union,food,3.6,0
low,3,0,1,0,1,0,Secret local Lagoon,Siquijor,sightseeing,3.9,0
comfort,3,0,1,1,0,0,Sta. Maria Resort,Camarines Sur,sightseeing,4.5,0
high,6,1,1,1,0,0,Hagdan Beach,Biliran,beach,4.2,0
high,6,0,0,1,1,1,Cita's,Bohol,food,3.8,0
low,3,1,0,1,0,0,Pzza,Negros Occidental,food,4.4,0
high,6,1,0,0,1,1,Riverside,Capiz,food,3.6,1
comfort,2,0,0,1,0,1,Magellan Shrine,Agusan del Norte,museums,3.9,0
low,5,1,0,0,0,0,Eaglenest Village,Tarlac,museums,3.8,0
low,6,0,0,0,1,0,Diops,Negros Occidental,food,4.4,0
high,3,0,1,1,0,0,Nancy's Eatery,Camarines Norte,food,4.2,0
comfort,6,0,0,0,0,0,Municipal Library,Mountain Province,museums,3.6,0
high,4,0,0,0,0,1,Quitinday Hills,Albay,museums,4.6,0
high,4,1,0,0,1,1,Residence Inn,Cavite,museums,4.9,1
comfort,6,1,0,0,0,1,Tessie's Restaurant,Tarlac,food,4.1,0
low,3,0,0,0,1,1,Shell Midden - Museo de Balanghai Field Museum,Agusan del Norte,museums,4.0,0
comfort,6,0,0,1,0,1,Titay Public Cemetery,Zamboanga del Norte,beach,4.7,0
high,7,0,0,0,1,0,Reniva Fishpond,Masbate,museums,4.4,0
comfort,6,0,0,0,1,0,UK Peak,Cotabato,museums,4.7,0
high,4,0,1,1,0,0,Kayode's hut,Davao del Norte,museums,3.9,0
comfort,3,0,1,1,0,0,Fumagalli Pizza,Bohol,food,4.4,0
low,5,0,0,0,1,1,Welcome Maddela,Quirino,museums,3.8,0
comfort,2,0,1,1,0,0,Zushi Me,Batangas,food,4.2,0
high,7,0,0,1,1,1,Bloosoms Restaurant,Catanduanes,food,4.3,0
low,3,0,1,1,0,0,San Mateo Triangle Rizal Park,Aurora,beach,3.6,1
low,7,0,0,0,1,1,Viewpoint for Kapay-aw rice terraces,Mountain Province,museums,4.2,0
comfort,3,1,0,1,0,1,Taal Crater North Viewpoint 1,Batangas,museums,4.9,0
comfort,4,0,0,1,0,0,Rurungan  Weaving Center,Palawan,museums,3.6,0
high,2,0,0,0,0,1,PRRD digital building,Zamboanga del Norte,sightseeing,4.7,1
low,6,0,0,1,1,0,VAGUS KOUZINA,Maguindanao del Sur,food,4.7,0
comfort,7,0,1,0,1,0,Binantayanan Beach,Masbate,museums,4.2,0
high,6,0,1,1,0,0,Etra Restaurant,Marinduque,food,3.5,0
comfort,3,0,0,1,0,1,Imelda Beach,Bohol,beach,4.2,0
high,5,1,0,1,0,0,Tia Belle's Pansit Malabon and Pichi-Pichi,Batangas,food,4.7,1
high,2,0,0,0,1,1,Katiwamaan't Jimeno Park,Capiz,beach,4.6,0
comfort,4,0,1,0,0,0,Giuseppe Pizzeria & Sicilian Roast,Iloilo,food,4.0,0
high,6,0,0,1,0,1,Katipuneros,Ilocos Sur,food,4.0,0
high,3,0,1,1,0,0,Our Lady of Penafrancia Grotto,Catanduanes,museums,4.8,0
low,6,0,0,1,0,1,Gold and Pearl,Agusan del Norte,food,4.7,0
low,5,0,0,0,0,0,Budiao Ruins,Albay,sightseeing,4.1,0
low,5,1,0,0,0,0,Statue of the Risen Christ,Laguna,museums,3.8,0
low,5,0,1,1,1,0,Lady in the Mangrove,Guimaras,sightseeing,4.8,0
low,3,0,1,0,0,0,Mini-park,Benguet,nature,4.6,0
high,5,0,1,0,0,0,Timmie's Kitchen,Benguet,food,3.7,0
comfort,3,0,1,1,0,0,Polomolok Library,South Cotabato,museums,4.5,0
comfort,3,1,0,1,1,0,Solar Boat,Iloilo,museums,4.2,0
comfort,7,0,0,0,1,1,Agoho beach,Albay,sightseeing,3.8,0
low,7,0,0,1,0,0,Marienor Mountain Resort,Leyte,sightseeing,4.0,0
high,4,1,0,1,1,0,Chuca's Eatery,Mountain Province,food,4.0,1
high,2,0,0,0,0,0,Kasilwan Viewdeck,Quirino,sightseeing,4.0,0
comfort,5,1,0,0,0,0,Taprique View Park,Agusan del Norte,museums,4.7,0
comfort,7,1,0,0,0,1,Skyworld Graffiti Artwork,Benguet,sightseeing,3.6,0
low,6,0,0,1,0,0,Ely Castillo's Fish Pond,Eastern Samar,museums,4.0,0
low,4,0,0,1,0,1,Liwasan ng mga Nagtanggol sa Inang Bayan,Marinduque,nature,4.9,1
comfort,6,1,0,0,0,0,SM City Baguio Balcony,La Union,sightseeing,3.9,0
comfort,3,1,0,0,1,0,Rizal Triangle,Samar,beach,4.3,0
high,6,0,0,0,0,0,101 Chinese Restaurant,Northern Samar,food,3.7,0
low,4,0,1,1,0,0,San Diego de Alcala Park,Quezon,nature,3.6,1
low,4,0,0,0,0,0,Mad Gorilla,Cebu,food,3.9,0
comfort,2,0,0,1,0,0,Lingayen Beach,Pangasinan,beach,4.6,0
high,5,1,0,1,0,1,Makiling Botanic Gardens,Laguna,museums,4.6,0
comfort,7,0,1,0,0,1,Las Piñas Community Library,Cavite,museums,3.6,0
high,3,0,1,0,1,1,Quad,Benguet,beach,4.4,0
high,7,0,0,0,1,0,Oriental Palace,Davao de Oro,food,4.4,0
high,4,1,0,1,0,1,Plaza Santiago,Cavite,nature,4.1,0
comfort,6,0,0,1,0,1,Banzai Cha,Tarlac,food,4.5,0
low,4,0,1,1,0,0,Pegaraw,Rizal,sightseeing,3.7,0
comfort,5,0,0,0,0,1,Oarde's Foodauz,Albay,food,4.9,0
high,5,0,1,1,0,1,Basketball Court,Aurora,beach,3.6,0
high,2,1,0,1,1,0,Batan Municipal Park,Aklan,nature,3.8,0
high,5,1,0,0,0,1,Payâ Pang Batchoyan,Antique,food,4.4,1
comfort,6,1,1,0,1,0,Pizza Factory,Samar,food,3.9,0
comfort,5,0,1,0,0,0,Zero-One Hanging Bridge,Negros Occidental,museums,4.0,0
comfort,4,0,0,0,0,0,Danny's ice cream cooler & mixer shop,Laguna,sightseeing,4.6,0
comfort,6,0,0,0,1,1,Solibao Restaurant,Benguet,food,4.8,0
high,2,0,1,0,0,1,Tebsilugan,Capiz,food,3.7,0
comfort,5,0,1,0,0,1,Nabagbagan Rocks,Romblon,museums,4.6,0
comfort,6,1,0,0,1,0,COMMUNITY PARK,Batangas,nature,3.9,0
high,2,0,0,0,1,0,Good guyz restobar,Romblon,food,3.8,0
low,5,0,1,1,0,0,St. Augustine Statue,Iloilo,sightseeing,4.8,0
comfort,4,0,0,0,1,0,RB Pocket Park,Pampanga,nature,3.9,0
high,7,1,0,0,0,0,Sumlang Lake / Nature FunTraventure,Albay,beach,4.0,0
comfort,4,0,1,1,0,0,Beans & Bricks Cafe,Maguindanao del Sur,food,4.5,0
low,3,0,0,0,0,0,Ma-ao Public Plaza,Negros Occidental,beach,3.8,0
comfort,4,1,0,0,0,0,Road Sign CES,Capiz,sightseeing,4.8,0
high,3,0,1,0,0,0,Yetbo's Batchoy,Capiz,food,4.5,1
comfort,2,0,0,0,0,1,Canteen,Palawan,food,3.9,0
low,6,0,1,1,0,0,Pieta Park,Camarines Sur,beach,4.0,1
comfort,7,0,0,1,0,0,Silliman Park,Siquijor,nature,3.8,0
comfort,5,1,0,0,1,0,Pantabangan View Deck,Nueva Ecija,museums,3.8,0
high,6,0,0,0,1,0,Inang Kalikasan,Romblon,museums,4.2,0
high,2,0,0,1,0,1,Gieren's Place and Cafe,Negros Occidental,food,3.5,0
comfort,3,1,1,0,0,0,Restaurant,Zambales,food,4.3,0
comfort,2,0,1,1,0,0,Brand X Burgers,Batangas,food,4.1,0
high,6,1,1,1,0,0,Beehive Restaurant,Northern Samar,food,4.2,1
low,2,1,1,0,0,0,Inang Maharang,Sorsogon,sightseeing,3.6,0
low,4,0,1,1,1,0,Madam Luz Carenderia,Davao del Norte,food,4.9,0
low,5,0,1,0,0,0,Apalit Skate Park,Pampanga,beach,4.6,1
comfort,2,1,1,0,0,1,Grand Marino,Capiz,sightseeing,4.1,0
high,4,0,1,1,0,0,0612036,Batangas,sightseeing,3.7,0
comfort,3,0,0,0,1,0,Escoda Park,Guimaras,nature,3.6,0
comfort,5,1,0,1,0,0,Tip Top View Deck,Benguet,museums,4.5,0
comfort,7,0,0,0,0,1,Mabasa Barangay Plaza,Nueva Vizcaya,beach,4.9,0
low,4,1,0,0,1,0,paradise park,Quezon,nature,4.4,0
comfort,3,0,1,0,0,0,White Fence Cafe,Palawan,food,4.2,0
low,2,0,0,0,1,0,Eagle of The North Park,La Union,nature,3.9,0
comfort,4,1,1,1,0,0,Eagle,Davao de Oro,museums,4.2,0
low,6,0,0,0,1,1,Samatra 1,Nueva Ecija,museums,4.8,0
high,4,0,0,0,0,1,Start 4 kilometer GRADE 3 Climb,Kalinga,museums,4.6,0
low,7,0,0,1,1,0,The Driftwood Café,Camiguin,food,3.5,0
high,7,0,1,0,0,0,Plaza Rizal,Sulu,beach,3.8,0
comfort,6,0,0,1,0,0,Kape Lokal,Eastern Samar,food,4.4,0
comfort,5,0,1,1,0,0,Foodhist Cafe,Pampanga,food,4.1,0
comfort,2,0,0,0,1,1,HotChat Cafe,Tarlac,food,4.1,0
high,5,0,1,0,0,0,Glorietta Park,Pampanga,nature,4.2,0
low,6,1,0,0,0,1,Patio ng San Diego de Alcala,Quezon,beach,4.1,0
comfort,7,0,1,0,0,0,WaterWorld Iloilo,Guimaras,sightseeing,3.6,0
low,5,1,1,0,1,0,Shakey's,Cavite,food,4.5,0
comfort,6,0,0,1,1,0,1 Oak Buffet,Davao del Norte,food,4.6,0
low,2,1,0,0,0,0,Eagle's View,Davao de Oro,food,4.3,0
high,4,1,1,0,0,0,Natad Beer&Grill,Eastern Samar,food,4.1,1
comfort,5,0,1,0,0,0,Energy Park,Davao de Oro,beach,4.0,0
high,7,1,0,1,1,0,The Twelfth Station|Jesus dies on the the cross,La Union,sightseeing,4.7,0
comfort,7,0,0,1,1,1,Rizal Triangle,Bataan,nature,4.6,0
comfort,5,0,1,0,0,0,Artemis Canteen,Isabela,food,4.7,0
low,6,0,0,0,1,1,Moises Amat Escueta Ala-ala Park,Batangas,nature,4.7,0
comfort,4,1,0,1,0,0,Lunas Agventure Park,Southern Leyte,nature,3.6,0
comfort,7,1,1,0,0,1,UCC coffee clockwork,Negros Occidental,food,4.2,0
comfort,2,0,0,1,0,1,Chabad of cebu,Cebu,museums,4.3,0
comfort,3,1,0,0,0,0,Makiling Botanic Gardens,Rizal,museums,4.3,0
low,4,0,0,0,0,1,View to Taal Lake,Batangas,sightseeing,4.8,0
high,3,0,0,0,1,1,Natalio Enriquez House,Rizal,museums,3.6,0
high,3,0,0,1,0,1,Asenso Ozamiz Wellness Park,Lanao del Norte,nature,4.6,1
low,2,0,1,0,0,0,Ocampo Deer Farm,Camarines Sur,museums,4.3,0
low,4,0,0,1,0,1,Pulupandan Town Plaza,Negros Occidental,nature,3.6,1
low,7,1,0,1,1,0,Foggy Mountain Cookhouse,Benguet,food,3.6,0
low,5,0,0,1,0,0,Santa Rita and the Skull Head,Siquijor,museums,3.8,0
high,3,0,0,0,0,0,Adventure Cafe,Cebu,museums,4.8,0
